,Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote,Unnamed: 8
195,APPF,"AppFolio, Inc.",43.45,$1.48B,2015,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/appf,
196,APPN,Appian Corporation,21.21,$1.28B,2017,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/appn,
197,AAPL,Apple Inc.,174.09,$893.83B,1980,Technology,Computer Manufacturing,http://www.nasdaq.com/symbol/aapl,
198,ARCI,"Appliance Recycling Centers of America, Inc.",1.08,$7.43M,n/a,Consumer Services,Home Furnishings,http://www.nasdaq.com/symbol/arci,
199,APDN,Applied DNA Sciences Inc,2.25,$61.6M,n/a,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/apdn,
200,APDNW,Applied DNA Sciences Inc,0.52,n/a,n/a,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/apdnw,
201,AGTC,Applied Genetic Technologies Corporation,3.85,$69.66M,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/agtc,
202,AMAT,"Applied Materials, Inc.",56.94,$60.73B,1972,Technology,Semiconductors,http://www.nasdaq.com/symbol/amat,
203,AAOI,"Applied Optoelectronics, Inc.",41.2287,$799.1M,2013,Technology,Semiconductors,http://www.nasdaq.com/symbol/aaoi,
204,AREX,Approach Resources Inc.,2.22,$192.06M,2007,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/arex,
205,APTI,"Apptio, Inc.",22.765,$919.44M,2016,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/apti,
206,APRI,"Apricus Biosciences, Inc.",1.6,$24.34M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/apri,
207,APVO,Aptevo Therapeutics Inc.,2.98,$63.86M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/apvo,
208,APTO,"Aptose Biosciences, Inc.",2.05,$52.09M,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/apto,
209,AQMS,"Aqua Metals, Inc.",4.01,$81.81M,2015,Basic Industries,Metal Fabrications,http://www.nasdaq.com/symbol/aqms,
210,AQB,"AquaBounty Technologies, Inc.",3.9,$34.69M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/aqb,
211,AQXP,"Aquinox Pharmaceuticals, Inc.",10.65,$249.9M,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/aqxp,
212,ARDM,Aradigm Corporation,3.56,$53.93M,1996,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/ardm,
213,ARLZ,Aralez Pharmaceuticals Inc.,1.475,$97.31M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/arlz,
214,PETX,"Aratana Therapeutics, Inc.",7.23,$310.89M,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/petx,
215,ABUS,Arbutus Biopharma Corporation,6.5,$357.84M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/abus,
216,ARCW,"ARC Group Worldwide, Inc.",2.2,$40.2M,n/a,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/arcw,
217,ABIO,"ARCA biopharma, Inc.",1.34,$15.75M,n/a,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,http://www.nasdaq.com/symbol/abio,
218,RKDA,"Arcadia Biosciences, Inc.",0.2203,$9.4M,2015,Basic Industries,Agricultural Chemicals,http://www.nasdaq.com/symbol/rkda,
219,ARCB,ArcBest Corporation,34.6,$887.04M,n/a,Transportation,Trucking Freight/Courier Services,http://www.nasdaq.com/symbol/arcb,
220,ACGL,Arch Capital Group Ltd.,96.28,$12.6B,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/acgl,
221,ACGLO,Arch Capital Group Ltd.,25.47,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/acglo,
222,ACGLP,Arch Capital Group Ltd.,25.06,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/acglp,
223,APLP,"Archrock Partners, L.P.",10.92,$766.43M,n/a,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/aplp,
224,FUV,"Arcimoto, Inc.",3.83,$60.79M,2017,Consumer Non-Durables,Motor Vehicles,http://www.nasdaq.com/symbol/fuv,
225,ARCT,Arcturus Therapeutics Ltd.,8.78,$4.94M,2013,n/a,n/a,http://www.nasdaq.com/symbol/arct,
226,ARDX,"Ardelyx, Inc.",5.95,$282.83M,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ardx,
227,ARNA,"Arena Pharmaceuticals, Inc.",28.65,$1.12B,2000,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/arna,
228,ARCC,Ares Capital Corporation,16.22,$6.91B,2004,n/a,n/a,http://www.nasdaq.com/symbol/arcc,
229,ARGX,argenx SE,25.83,$694.08M,2017,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/argx,
230,AGII,"Argo Group International Holdings, Ltd.",60.5,$1.8B,n/a,Finance,Specialty Insurers,http://www.nasdaq.com/symbol/agii,
231,AGIIL,"Argo Group International Holdings, Ltd.",25.44,n/a,n/a,Finance,Specialty Insurers,http://www.nasdaq.com/symbol/agiil,
232,ARGS,"Argos Therapeutics, Inc.",0.18,$15.82M,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/args,
233,ARKR,Ark Restaurants Corp.,24.3,$83.24M,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/arkr,
234,ARTX,Arotech Corporation,3.95,$104.26M,1994,Miscellaneous,Industrial Machinery/Components,http://www.nasdaq.com/symbol/artx,
235,ARQL,"ArQule, Inc.",1.46,$127.18M,1996,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/arql,
236,ARRY,Array BioPharma Inc.,11.48,$2.26B,2000,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/arry,
237,ARRS,ARRIS International plc,28.96,$5.42B,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/arrs,
238,DWAT,Arrow DWA Tactical ETF,11.7501,$8.23M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dwat,
239,AROW,Arrow Financial Corporation,35.85,$499.04M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/arow,
240,ARWR,"Arrowhead Pharmaceuticals, Inc.",3.8434,$287.38M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/arwr,
241,ASNS,"Arsanis, Inc.",17.08,$184.8M,2017,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/asns,
242,ARTNA,Artesian Resources Corporation,40.54,$372.69M,n/a,Public Utilities,Water Supply,http://www.nasdaq.com/symbol/artna,
243,ARTW,"Art&#39;s-Way Manufacturing Co., Inc.",2.7001,$11.23M,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/artw,
244,ASNA,"Ascena Retail Group, Inc.",2.14,$419.46M,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/asna,
245,ASND,Ascendis Pharma A/S,36.06,$1.31B,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/asnd,
246,ASCMA,"Ascent Capital Group, Inc.",11.35,$139.91M,n/a,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/ascma,
247,APWC,Asia Pacific Wire & Cable Corporation Limited,2.95,$40.77M,n/a,Basic Industries,Telecommunications Equipment,http://www.nasdaq.com/symbol/apwc,
248,ASML,ASML Holding N.V.,184.79,$79.56B,1995,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/asml,
249,ASPU,Aspen Group Inc.,8.46,$115M,n/a,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/aspu,
250,AZPN,"Aspen Technology, Inc.",68.54,$4.97B,1994,Technology,EDP Services,http://www.nasdaq.com/symbol/azpn,
251,ASMB,"Assembly Biosciences, Inc.",41.82,$727.57M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/asmb,
252,ASFI,"Asta Funding, Inc.",7.2,$47.69M,1995,Finance,Finance Companies,http://www.nasdaq.com/symbol/asfi,
253,ASTE,"Astec Industries, Inc.",53.64,$1.24B,1986,Capital Goods,Construction/Ag Equipment/Trucks,http://www.nasdaq.com/symbol/aste,
254,ATRO,Astronics Corporation,39.64,$1.11B,n/a,Capital Goods,Military/Government/Technical,http://www.nasdaq.com/symbol/atro,
255,ALOT,"AstroNova, Inc.",13.6667,$92.15M,1983,Technology,Computer peripheral equipment,http://www.nasdaq.com/symbol/alot,
256,ASTC,Astrotech Corporation,2.88,$12.98M,n/a,Capital Goods,Military/Government/Technical,http://www.nasdaq.com/symbol/astc,
257,ASUR,Asure Software Inc,14.81,$184.63M,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/asur,
258,ASV,"ASV Holdings, Inc.",8.0366,$78.76M,2017,Capital Goods,Construction/Ag Equipment/Trucks,http://www.nasdaq.com/symbol/asv,
259,ATAI,ATA Inc.,5.1,$123.63M,2008,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/atai,
260,ATRA,"Atara Biotherapeutics, Inc.",14.15,$432.93M,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/atra,
261,ATHN,"athenahealth, Inc.",129.58,$5.19B,2007,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/athn,
262,ATNX,"Athenex, Inc.",18.55,$1.08B,2017,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/atnx,
263,ATHX,"Athersys, Inc.",1.995,$236.47M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/athx,
264,ATAC,Atlantic Acquisition Corp.,9.8,$57.55M,2017,Finance,Business Services,http://www.nasdaq.com/symbol/atac,
265,ATACR,Atlantic Acquisition Corp.,0.5015,n/a,2017,Finance,Business Services,http://www.nasdaq.com/symbol/atacr,
266,ATACU,Atlantic Acquisition Corp.,10.27,n/a,2017,Finance,Business Services,http://www.nasdaq.com/symbol/atacu,
267,AAME,Atlantic American Corporation,3.6,$73.58M,n/a,Finance,Life Insurance,http://www.nasdaq.com/symbol/aame,
268,ACBI,"Atlantic Capital Bancshares, Inc.",16.5,$424.52M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/acbi,
269,ACFC,Atlantic Coast Financial Corporation,9.25,$143.87M,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/acfc,
270,AY,Atlantica Yield plc,22.81,$2.29B,2014,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/ay,
271,ATLC,Atlanticus Holdings Corporation,2.38,$36.48M,1995,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/atlc,
272,AAWW,Atlas Air Worldwide Holdings,54.75,$1.38B,n/a,Transportation,Transportation Services,http://www.nasdaq.com/symbol/aaww,
273,AFH,"Atlas Financial Holdings, Inc.",19.9,$239.41M,2013,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/afh,
274,AFHBL,"Atlas Financial Holdings, Inc.",26.1302,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/afhbl,
275,TEAM,Atlassian Corporation Plc,51.54,$11.86B,2015,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/team,
276,ATNI,"ATN International, Inc.",57.5,$920.95M,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/atni,
277,ATOM,Atomera Incorporated,4.0895,$49.73M,2016,Technology,Semiconductors,http://www.nasdaq.com/symbol/atom,
278,ATOS,Atossa Genetics Inc.,0.3444,$9.13M,2012,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/atos,
279,ATRC,"AtriCure, Inc.",18.13,$625.02M,2005,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/atrc,
280,ATRI,Atrion Corporation,670.85,$1.24B,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/atri,
281,ATTU,Attunity Ltd.,7.6,$130.32M,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/attu,
282,LIFE,"aTyr Pharma, Inc.",4.325,$128.7M,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/life,
283,AUBN,"Auburn National Bancorporation, Inc.",36.2,$131.9M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/aubn,
284,BOLD,"Audentes Therapeutics, Inc.",28.38,$847.3M,2016,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/bold,
285,AUDC,AudioCodes Ltd.,7.09,$229.8M,1999,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/audc,
286,AUPH,Aurinia Pharmaceuticals Inc,5.38,$451.77M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/auph,
287,EARS,Auris Medical Holding AG,0.83,$36.79M,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ears,
288,ADSK,"Autodesk, Inc.",130.24,$28.55B,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/adsk,
289,ADP,"Automatic Data Processing, Inc.",110.14,$48.85B,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/adp,
290,AUTO,"AutoWeb, Inc.",8.76,$114.61M,n/a,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/auto,
291,AVDL,Avadel Pharmaceuticals plc,9.39,$373.37M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/avdl,
292,ATXI,"Avenue Therapeutics, Inc.",3.93,$40.34M,2017,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/atxi,
293,AVEO,"AVEO Pharmaceuticals, Inc.",2.985,$353.19M,2010,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/aveo,
294,AVXS,"AveXis, Inc.",93.93,$3B,2016,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/avxs,
295,AVNW,"Aviat Networks, Inc.",16.07,$85.46M,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/avnw,
296,AVID,"Avid Technology, Inc.",6.49,$267.3M,1993,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/avid,
297,AVGR,"Avinger, Inc.",0.2281,$7.19M,2015,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/avgr,
298,AVIR,"Aviragen Therapeutics, Inc.",0.61,$23.58M,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/avir,
299,CAR,"Avis Budget Group, Inc.",35.505,$2.89B,n/a,Consumer Services,Rental/Leasing Companies,http://www.nasdaq.com/symbol/car,
300,AHPA,Avista Healthcare Public Acquisition Corp.,9.99,$387.11M,2016,Finance,Business Services,http://www.nasdaq.com/symbol/ahpa,
301,AHPAU,Avista Healthcare Public Acquisition Corp.,10.35,n/a,2016,Finance,Business Services,http://www.nasdaq.com/symbol/ahpau,
302,AHPAW,Avista Healthcare Public Acquisition Corp.,0.35,n/a,2016,Finance,Business Services,http://www.nasdaq.com/symbol/ahpaw,
303,AWRE,"Aware, Inc.",4.65,$100.5M,1996,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/awre,
304,ACLS,"Axcelis Technologies, Inc.",34.9,$1.1B,2000,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/acls,
305,AXGN,"AxoGen, Inc.",25.75,$882.22M,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/axgn,
306,AAXN,"Axon Enterprise, Inc.",24.43,$1.29B,n/a,Capital Goods,Ordnance And Accessories,http://www.nasdaq.com/symbol/aaxn,
307,AXON          ,Axovant Sciences Ltd.,5.41,$582.71M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/axon,
308,AXSM,"Axsome Therapeutics, Inc.",5.1,$120.72M,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/axsm,
309,AXTI,AXT Inc,10,$388.91M,1998,Technology,Semiconductors,http://www.nasdaq.com/symbol/axti,
310,AYTU,"Aytu BioScience, Inc.",2.88,$12.68M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/aytu,
311,AZRX,"AzurRx BioPharma, Inc.",2.87,$33.16M,2016,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/azrx,
312,BCOM,B Communications Ltd.,15.08,$450.73M,n/a,Consumer Services,Telecommunications Equipment,http://www.nasdaq.com/symbol/bcom,
313,RILY,"B. Riley Financial, Inc.",18.5,$489.65M,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/rily,
314,RILYL,"B. Riley Financial, Inc.",26.1694,n/a,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/rilyl,
315,RILYZ,"B. Riley Financial, Inc.",25.9795,n/a,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/rilyz,
316,BOSC,B.O.S. Better Online Solutions,2.16,$6.99M,n/a,Technology,Computer Communications Equipment,http://www.nasdaq.com/symbol/bosc,
317,BIDU,"Baidu, Inc.",246.96,$85.75B,2005,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/bidu,
318,BCPC,Balchem Corporation,85.92,$2.75B,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/bcpc,
319,BWINA,"Baldwin & Lyons, Inc.",23.21,$349.01M,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/bwina,
320,BWINB,"Baldwin & Lyons, Inc.",23.65,$355.62M,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/bwinb,
321,BLDP,"Ballard Power Systems, Inc.",4.88,$864.62M,n/a,Energy,Industrial Machinery/Components,http://www.nasdaq.com/symbol/bldp,
322,BANF,BancFirst Corporation,54.8,$1.75B,1993,Finance,Major Banks,http://www.nasdaq.com/symbol/banf,
323,BANFP,BancFirst Corporation,26.6503,$26.65M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/banfp,
324,BCTF,"Bancorp 34, Inc.",14.26,$49.11M,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/bctf,
325,BAND,Bandwidth Inc.,20.7,$364.76M,2017,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/band,
326,BKMU,Bank Mutual Corporation,10.325,$475.04M,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/bkmu,
327,BOCH,Bank of Commerce Holdings (CA),12,$195.26M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/boch,
328,BMRC,Bank of Marin Bancorp,67.55,$466.98M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bmrc,
329,BMLP,Bank Of Montreal,46.24,$46.24M,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/bmlp,
330,BKSC,Bank of South Carolina Corp.,18.75,$93.46M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bksc,
331,BOTJ,"Bank of the James Financial Group, Inc.",14.68,$64.28M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/botj,
332,OZRK,Bank of the Ozarks,44.26,$5.67B,1997,Finance,Major Banks,http://www.nasdaq.com/symbol/ozrk,
333,BFIN,BankFinancial Corporation,15.86,$286.26M,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/bfin,
334,BWFG,"Bankwell Financial Group, Inc.",34.02,$262.54M,2014,Finance,Major Banks,http://www.nasdaq.com/symbol/bwfg,
335,BANR,Banner Corporation,56.62,$1.86B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/banr,
336,BZUN,Baozun Inc.,29.51,$1.61B,2015,Consumer Services,Catalog/Specialty Distribution,http://www.nasdaq.com/symbol/bzun,
337,TAPR,Barclays Inverse US Treasury Composite ETN,21.93,$14.91M,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/tapr,
338,DLBL,Barclays PLC,78.32,$4.79M,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/dlbl,
339,DTYL,Barclays PLC,77.8787,$5.36M,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/dtyl,
340,BHAC,Barington/Hilco Acquisition Corp.,10.99,$30.6M,2015,Finance,Business Services,http://www.nasdaq.com/symbol/bhac,
341,BHACR,Barington/Hilco Acquisition Corp.,0.2411,n/a,2015,Finance,Business Services,http://www.nasdaq.com/symbol/bhacr,
342,BHACU,Barington/Hilco Acquisition Corp.,10.4,n/a,2015,Finance,Business Services,http://www.nasdaq.com/symbol/bhacu,
343,BHACW,Barington/Hilco Acquisition Corp.,0.1039,n/a,2015,Finance,Business Services,http://www.nasdaq.com/symbol/bhacw,
344,BBSI,"Barrett Business Services, Inc.",65.25,$476.35M,1993,Technology,Professional Services,http://www.nasdaq.com/symbol/bbsi,
345,BSET,"Bassett Furniture Industries, Incorporated",38.45,$412.77M,n/a,Consumer Durables,Home Furnishings,http://www.nasdaq.com/symbol/bset,
346,BYBK,"Bay Bancorp, Inc.",11.9,$127.54M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bybk,
347,BV,"Bazaarvoice, Inc.",5.45,$468.09M,2012,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/bv,
348,BCBP,"BCB Bancorp, Inc. (NJ)",14.5,$217.96M,2005,Finance,Savings Institutions,http://www.nasdaq.com/symbol/bcbp,
349,BECN,"Beacon Roofing Supply, Inc.",60.24,$4.08B,2004,Consumer Services,RETAIL: Building Materials,http://www.nasdaq.com/symbol/becn,
350,BSF,"Bear State Financial, Inc.",10.25,$386.73M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bsf,
351,BBGI,"Beasley Broadcast Group, Inc.",10.85,$302.8M,2000,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/bbgi,
352,BEBE,"bebe stores, inc.",5.6,$45.45M,1998,Consumer Non-Durables,Apparel,http://www.nasdaq.com/symbol/bebe,
353,BBBY,Bed Bath & Beyond Inc.,20.74,$2.97B,1992,Consumer Services,Home Furnishings,http://www.nasdaq.com/symbol/bbby,
354,BGNE,"BeiGene, Ltd.",86.855,$3.95B,2016,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/bgne,
355,BELFA,Bel Fuse Inc.,25,$300.84M,n/a,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/belfa,
356,BELFB,Bel Fuse Inc.,27.9,$335.74M,n/a,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/belfb,
357,BLPH,"Bellerophon Therapeutics, Inc.",1.72,$94.91M,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/blph,
358,BLCM,"Bellicum Pharmaceuticals, Inc.",9.73,$323.29M,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/blcm,
359,BNCL,"Beneficial Bancorp, Inc.",16.3,$1.23B,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/bncl,
360,BNFT,"Benefitfocus, Inc.",26.6,$831.87M,2013,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/bnft,
361,BNTC,Benitec Biopharma Limited,2.94,$30.16M,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/bntc,
